CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
97	107	105	0.9952	0.000
107	271	105	0.9965	0.000
42	412	105	0.997	0.000
111	412	105	0.9989	0.000
97	150	105	0.9762	0.000
42	111	105	0.9979	0.000
42	107	105	0.9992	0.000
107	111	105	0.9967	0.000
150	412	105	0.9773	0.000
42	150	105	0.9883	0.000
150	271	105	0.9971	0.000
111	150	105	0.979	0.000
110	1367	106	0.887	-420.225
409	518	107	0.9478	477.290
518	1519	107	0.7974	-250.254
409	1519	107	0.7785	227.036
597	912	108	0.8024	71.090
366	597	108	0.9641	-151.047
366	912	108	0.8011	-79.957
549	912	108	0.8653	96.075
549	591	108	0.9597	-17.027
591	912	108	0.8311	113.102
365	514	109	0.8926	-30.047
514	710	109	0.7784	88.053
365	710	109	0.8355	58.006
651	1115	112	0.7845	26.016
377	1504	112	0.8098	-23.999
701	1504	112	0.8974	2.016
1115	1504	112	0.8401	-26.014
651	1504	112	0.9158	0.001
377	1115	112	0.9226	2.016
377	701	112	0.9206	-26.015
701	1115	112	0.9467	28.031
651	701	112	0.8299	-2.015
344	679	115	0.8827	-0.045
411	1121	116	0.9001	-0.001
493	846	117	0.8329	55.990
493	747	117	0.9454	26.014
120	147	119	0.901	203.964
120	244	119	0.8313	203.965
394	1090	120	0.7797	-365.089
394	1355	120	0.8116	-27.995
812	1502	121	0.853	-0.004
408	708	125	0.7158	2.011
1032	1189	126	0.8304	158.013
98	1386	128	0.8662	246.159
718	1528	129	0.8888	-279.131
717	1498	130	0.753	369.224
1481	1498	130	0.7962	237.209
339	924	132	0.7526	0.067
374	1342	133	0.8437	36.021
374	1476	133	0.7448	-193.059
1236	1476	133	0.8097	-96.078
585	762	133	0.9242	-18.019
374	762	133	0.9506	-0.009
762	1342	133	0.8598	36.030
762	1236	133	0.7783	-96.971
374	585	133	0.9774	18.010
585	1342	133	0.8412	18.011
374	1236	133	0.7332	-96.980
585	1476	133	0.7025	-211.069
762	1476	133	0.7875	-193.050
921	1054	134	0.7652	296.141
262	561	134	0.8903	-296.032
262	1054	134	0.8076	-0.000
561	1054	134	0.7369	296.032
262	1343	134	0.9217	0.000
921	1343	134	0.7267	296.141
561	1343	134	0.9395	296.032
561	921	134	0.7526	-0.109
1054	1343	134	0.7468	0.000
165	1555	136	0.9898	161.095
257	1546	137	0.8377	-271.949
305	1549	140	0.8206	198.118
323	810	142	0.7166	-224.003
901	1435	143	0.7726	443.732
1331	1340	145	0.9543	134.881
1352	1354	145	0.9525	0.102
1190	1352	145	0.912	403.731
1331	1354	145	0.8986	271.997
1329	1340	145	0.9586	135.008
1190	1329	145	0.9512	131.709
1331	1352	145	0.8984	271.895
1329	1352	145	0.9047	272.022
1340	1352	145	0.9253	137.014
1340	1354	145	0.9246	137.116
1190	1340	145	0.9409	266.717
1190	1354	145	0.9138	403.833
1329	1354	145	0.9015	272.124
1190	1331	145	0.946	131.836
1329	1331	145	0.959	0.127
906	1187	146	0.8179	10.814
582	1187	146	0.8998	0.000
582	906	146	0.8641	-10.814
1222	1521	147	0.824	-2.016
1215	1521	147	0.7666	-0.990
22	310	150	0.9917	-0.200
310	552	150	0.7274	-145.932
26	181	151	0.9911	139.848
157	828	153	0.9872	147.059
187	1561	154	0.7656	-26.065
187	369	154	0.9343	-190.105
40	318	155	0.7023	-138.003
318	1212	155	0.7182	247.033
55	1212	155	0.9265	108.918
564	977	155	0.7857	10.009
30	318	155	0.7188	-0.045
40	1212	155	0.9749	109.030
318	977	155	0.7502	124.022
40	55	155	0.9826	0.112
990	1262	156	0.8753	-41.056
463	1262	156	0.9802	0.038
919	1262	156	0.9523	-23.045
463	990	156	0.8828	41.093
919	990	156	0.897	18.011
463	919	156	0.951	23.083
155	938	157	0.902	-45.120
616	1013	158	0.8853	-47.999
1278	1441	160	0.9621	199.120
1122	1168	161	0.8084	-23.016
125	177	162	0.7124	-66.073
1210	1229	163	0.9765	-2.018
23	70	164	0.9889	0.025
757	1460	165	0.983	0.000
982	1465	168	0.9142	23.016
666	1218	169	0.7988	451.345
132	393	170	0.9858	-129.078
612	957	172	0.7445	344.185
624	1071	173	0.8563	-113.084
600	1071	173	0.9085	294.195
261	624	173	0.8688	-45.076
624	1069	173	0.8967	-159.032
261	1069	173	0.8169	-204.108
941	1265	175	0.9793	-0.047
512	918	176	0.8839	302.636
554	586	176	0.728	312.211
512	554	176	0.8	-297.215
777	787	177	0.7619	293.116
76	735	179	0.9617	216.816
1150	1482	182	0.9352	-428.253
156	1545	184	0.9664	304.115
231	1315	185	0.9761	270.113
970	1084	186	0.7583	-40.076
540	1027	186	0.825	-104.074
915	970	186	0.9656	303.146
540	970	186	0.8449	40.076
540	1084	186	0.9066	-0.000
1027	1140	186	0.8805	54.046
43	425	187	0.9502	0.196
168	354	189	0.8914	-27.995
2	168	189	0.8164	31.990
224	1538	190	0.801	-0.000
250	1196	191	0.9685	111.015
202	1196	191	0.9617	26.924
202	250	191	0.983	-84.091
214	1583	192	0.8722	113.759
65	214	192	0.896	0.244
1537	1583	192	0.8789	114.079
65	1583	192	0.8569	114.002
214	1537	192	0.9128	-0.320
65	1537	192	0.9617	-0.077
475	668	193	0.836	17.020
765	1419	194	0.9727	-144.021
446	822	195	0.7061	189.101
45	534	197	0.8754	-0.552
1169	1484	198	0.7478	2.015
1132	1471	200	0.775	-28.031
521	865	201	0.9701	-432.181
865	1103	201	0.9277	490.187
521	1103	201	0.9414	58.006
1360	1410	202	0.7861	-274.637
716	1429	204	0.9819	-148.052
281	849	205	0.8119	-191.152
481	632	206	0.9758	28.025
529	904	208	0.9766	290.134
418	1542	209	0.8053	-0.015
537	1249	211	0.8726	0.007
80	235	214	0.9624	0.000
235	1388	214	0.9461	222.958
80	1388	214	0.9486	222.958
135	1208	217	0.9736	226.108
135	1277	217	0.9875	452.079
1208	1277	217	0.9819	225.971
870	1097	218	0.8177	15.995
639	870	218	0.9436	342.952
588	1072	221	0.8722	0.802
81	1540	222	0.9545	0.000
877	1051	223	0.8827	2.016
877	1043	223	0.934	26.016
1043	1051	223	0.8047	-24.000
1184	1267	224	0.7745	44.026
553	1252	227	0.9003	-0.018
635	816	228	0.9329	297.389
635	928	228	0.8005	22.006
816	928	228	0.783	-275.383
629	816	228	0.9282	-225.929
1300	1338	230	0.7149	347.752
1338	1408	230	0.976	219.001
808	1300	230	0.8749	219.176
386	1338	230	0.8749	216.235
386	1408	230	0.8814	435.237
249	1142	232	0.7123	-17.939
249	1254	232	0.9738	-184.107
608	991	233	0.9231	273.113
71	729	234	0.7467	149.197
71	1569	234	0.9906	149.099
729	1569	234	0.7513	-0.097
304	968	238	0.7577	-425.353
304	326	238	0.8672	-2.027
326	1375	238	0.8877	430.378
304	1375	238	0.9406	428.351
1104	1131	241	0.8074	29.974
525	1104	241	0.9301	-18.010
1033	1160	243	0.9084	471.756
88	495	247	0.7874	278.119
621	1170	249	0.937	-0.026
20	266	250	0.7184	-61.812
727	878	251	0.8923	318.907
95	399	254	0.9853	30.047
33	95	254	0.9881	-28.031
280	399	254	0.9904	28.031
33	399	254	0.9916	2.016
33	280	254	0.9928	-26.016
95	280	254	0.9891	2.016
1220	1573	257	0.8182	-136.031
116	1195	262	0.8379	264.043
677	734	266	0.9865	-0.003
587	821	271	0.7342	-74.018
31	1398	273	0.9401	155.972
467	1182	277	0.9827	0.006
1182	1497	277	0.9826	-0.021
467	1497	277	0.9839	-0.015
206	1198	280	0.8188	77.015
58	316	289	0.9828	-0.144
914	1509	294	0.866	-44.026
