CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
434	534	6	0.8921	-16.942
87	402	6	0.899	80.062
174	771	6	0.9359	28.031
361	461	6	0.934	54.047
384	479	6	0.8523	-6.898
175	334	6	0.9384	26.015
361	407	6	0.9235	-30.047
154	793	6	0.9213	-2.017
277	331	6	0.9158	-21.984
180	212	6	0.936	26.016
326	793	6	0.9047	30.045
434	815	6	0.8944	-42.047
461	608	6	0.905	-28.031
434	830	6	0.9327	-28.031
180	434	6	0.9467	40.031
170	715	6	0.8542	-76.029
212	534	6	0.8726	-2.926
407	434	6	0.9275	70.079
407	718	6	0.8837	-82.078
693	771	6	0.9266	-24.001
212	434	6	0.952	14.016
434	608	6	0.9071	-14.016
212	608	6	0.8978	0.000
154	771	6	0.9427	-2.017
505	592	6	0.8758	26.014
331	414	6	0.9317	-28.033
403	825	6	0.8928	-20.027
384	962	6	0.8543	-12.943
105	771	6	0.92	23.999
384	718	6	0.903	-14.014
442	608	6	0.9027	-2.016
407	534	6	0.9068	53.137
331	693	6	0.9074	50.016
407	461	6	0.9096	84.094
384	403	6	0.8472	33.100
87	414	6	0.907	-24.002
174	331	6	0.9234	2.017
442	830	6	0.9099	-16.031
212	461	6	0.9349	28.031
174	277	6	0.9025	24.000
331	840	6	0.879	-21.985
87	326	6	0.9824	0.001
154	962	6	0.8852	-32.061
461	830	6	0.9186	-42.047
330	718	6	0.8779	-84.095
505	825	6	0.8688	-6.047
331	771	6	0.9052	26.014
442	815	6	0.8857	-30.047
212	361	6	0.9387	-26.016
277	693	6	0.9551	28.032
361	534	6	0.8991	23.090
330	534	6	0.8919	51.120
361	442	6	0.9348	28.031
403	962	6	0.8583	-46.043
326	402	6	0.8898	80.062
180	608	6	0.9008	26.016
154	277	6	0.9152	-6.048
384	809	6	0.8632	-14.015
361	608	6	0.9007	26.016
715	812	6	0.8469	0.000
212	830	6	0.9183	-14.016
330	407	6	0.9034	-2.017
386	403	6	0.8647	4.035
87	903	6	0.8893	82.078
175	736	6	0.8994	2.016
326	903	6	0.8827	82.077
175	754	6	0.9102	-24.000
442	461	6	0.9342	26.016
592	821	6	0.843	-52.032
326	693	6	0.9292	54.046
334	754	6	0.908	-50.015
87	793	6	0.895	30.046
840	962	6	0.8496	17.956
154	331	6	0.912	-28.032
479	840	6	0.8478	-24.000
608	830	6	0.8942	-14.016
105	277	6	0.9111	19.969
